Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Lil Tomate,2024-03-28 02:14:43,00:42:36,,Grey's Anatomy: Season 5: Here Comes The Flood (Episode 3),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:36,00:42:36,US (United States)
Lil Tomate,2024-03-28 02:04:24,00:09:59,,Grey's Anatomy: Season 5: Dream A Little Dream Of Me: Part 1 (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:09:59,00:09:59,US (United States)
Lil Tomate,2024-03-28 01:25:25,00:38:42,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 4: Freedom: Part 2 (Episode 17),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:30,00:42:30,US (United States)
Lil Tomate,2024-03-28 00:49:28,00:35:28,,Grey's Anatomy: Season 4: Freedom: Part 1 (Episode 16),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:30,00:42:30,US (United States)
Lil Tomate,2024-03-28 00:49:04,00:00:04,Autoplayed: user action: None; ,The Conners: The Conners: Season 1_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-27 16:36:39,00:00:07,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip 4: Testament: The Story of Moses,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,US (United States)
Lil Tomate,2024-03-26 16:22:54,00:33:44,,3 Body Problem: Season 1: Our Lord (Episode 4),,Roku Longview HDR10 Smart TV,00:33:44,00:33:44,US (United States)
Lil Tomate,2024-03-26 15:33:19,00:49:28,,3 Body Problem: Season 1: Destroyer of Worlds (Episode 3),,Roku Longview HDR10 Smart TV,00:49:33,00:49:33,US (United States)
Lil Tomate,2024-03-26 14:33:24,00:59:48,,3 Body Problem: Season 1: Red Coast (Episode 2),,Roku Longview HDR10 Smart TV,00:59:48,00:59:48,US (United States)
Lil Tomate,2024-03-26 13:52:14,00:41:01,,3 Body Problem: Season 1: Countdown (Episode 1),,Roku Longview HDR10 Smart TV,00:56:37,00:56:37,US (United States)
Lil Tomate,2024-03-26 13:51:50,00:00:06,,Season 1 Trailer: Bandits,TRAILER,Roku Longview HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-26 13:51:06,00:00:40,,Warrior: Season 1_hook_primary_16x9,HOOK,Roku Longview HDR10 Smart TV,00:00:40,00:00:40,US (United States)
Lil Tomate,2024-03-26 13:50:21,00:00:39,Autoplayed: user action: None; ,Southpaw_hook_primary_16x9,HOOK,Roku Longview HDR10 Smart TV,00:00:39,00:00:39,US (United States)
Lil Tomate,2024-03-26 11:52:59,01:57:10,,Mending the Line,,Roku Longview HDR10 Smart TV,01:58:10,01:58:10,US (United States)
Lil Tomate,2024-03-26 11:52:50,00:00:06,Autoplayed: user action: None; ,Mending the Line_hook_primary_16x9,HOOK,Roku Longview HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-26 11:05:00,00:00:40,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: 3 Body Problem,HOOK,Roku Longview HDR10 Smart TV,00:00:40,00:00:40,US (United States)
Lil Tomate,2024-03-26 11:04:47,00:00:04,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip 4: 3 Body Problem,HOOK,Roku Longview HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Lil Tomate,2024-03-26 11:03:57,00:00:08,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: 3 Body Problem,HOOK,Roku Longview HDR10 Smart TV,00:00:08,Not latest view,US (United States)
Lil Tomate,2024-03-26 11:02:53,00:00:04,Autoplayed: user action: None; ,Mending the Line_hook_primary_16x9,HOOK,Roku Longview HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Lil Tomate,2024-03-26 11:02:26,00:00:23,Autoplayed: user action: None; ,Season 1 Trailer 2: Heartbreak High,TRAILER,Roku Longview HDR10 Smart TV,00:00:23,Not latest view,US (United States)
Lil Tomate,2024-03-26 02:28:31,00:42:17,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 4: Losing My Mind (Episode 15),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:21,00:42:21,US (United States)
Lil Tomate,2024-03-26 01:43:48,00:42:06,,Grey's Anatomy: Season 4: The Becoming (Episode 14),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:29,00:42:29,US (United States)
Lil Tomate,2024-03-25 23:37:26,00:00:05,Autoplayed: user action: None; ,On the Line_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Lil Tomate,2024-03-25 22:02:22,01:33:34,Autoplayed: user action: User_Interaction; ,On the Line,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:39:02,01:39:02,US (United States)
Lil Tomate,2024-03-25 22:01:08,00:00:12,Autoplayed: user action: None; ,Yesterday_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:12,00:00:12,US (United States)
Lil Tomate,2024-03-25 22:00:33,00:00:08,Autoplayed: user action: None; ,The Legend of Hercules_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,00:00:08,US (United States)
Lil Tomate,2024-03-25 22:00:15,00:00:02,Autoplayed: user action: None; ,On the Line,,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:02,Not latest view,US (United States)
Lil Tomate,2024-03-25 21:59:12,00:00:58,Autoplayed: user action: None; ,On the Line_hook_03_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:58,Not latest view,US (United States)
Lil Tomate,2024-03-25 21:59:02,00:00:08,Autoplayed: user action: None; ,Mending the Line_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,Not latest view,US (United States)
Lil Tomate,2024-03-25 21:58:02,00:00:34,Autoplayed: user action: None; ,Season 1 Sensory Clip: Dinner Time Live With David Chang,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:34,00:00:34,US (United States)
Lil Tomate,2024-03-25 21:57:47,00:00:04,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip 3: 3 Body Problem,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-25 21:57:39,00:00:06,Autoplayed: user action: None; ,Grey's Anatomy: Season 1 - CLM 13,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-24 14:25:34,00:00:08,Autoplayed: user action: None; ,Blood & Water: Season 1 - Upper Bound Clip 12,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:08,Not latest view,US (United States)
Lil Tomate,2024-03-24 14:24:38,00:00:22,Autoplayed: user action: None; ,On the Line_hook_01_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:22,00:00:22,US (United States)
Lil Tomate,2024-03-22 21:37:15,00:00:05,Autoplayed: user action: None; ,Teaser: Shirley,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,00:00:05,US (United States)
Lil Tomate,2024-03-22 21:37:05,00:00:05,Autoplayed: user action: None; ,Southpaw_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:05,Not latest view,US (United States)
Lil Tomate,2024-03-22 21:36:46,00:00:10,Autoplayed: user action: None; ,Moment of High Emotion Clip: Irish Wish,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:10,00:00:10,US (United States)
Lil Tomate,2024-03-22 21:35:55,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Iron Reign,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,Not latest view,US (United States)
Lil Tomate,2024-03-22 21:26:32,00:09:00,,3 Body Problem: Season 1: Countdown (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:15:38,Not latest view,US (United States)
Lil Tomate,2024-03-22 21:26:21,00:00:09,Autoplayed: user action: None; ,Season 1 Genre Specific Moment Clip 4: 3 Body Problem,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:09,Not latest view,US (United States)
Lil Tomate,2024-03-22 21:26:08,00:00:01,Autoplayed: user action: None; ,Shirley,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:51:09,01:51:09,US (United States)
Lil Tomate,2024-03-22 19:38:16,01:47:13,,Shirley,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:51:12,Not latest view,US (United States)
Lil Tomate,2024-03-22 17:54:20,00:00:06,Autoplayed: user action: None; ,3 Body Problem: Season 1 Teaser 4,TEASER_TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:00,00:00:00,US (United States)
Lil Tomate,2024-03-21 03:43:29,00:41:21,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 4: Where the Wild Things Are (Episode 12),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:41:53,00:41:53,US (United States)
Lil Tomate,2024-03-21 02:58:45,00:42:43,,Grey's Anatomy: Season 4: Lay Your Hands on Me (Episode 11),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:30,00:42:30,US (United States)
Lil Tomate,2024-03-21 02:57:12,00:00:59,Autoplayed: user action: None; ,Grey's Anatomy: Season 1 - CLM 2,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:59,00:00:59,US (United States)
Lil Tomate,2024-03-21 02:56:27,00:00:31,Autoplayed: user action: None; ,New York Relatable Clip 2: Homicide,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:31,00:00:31,US (United States)
Lil Tomate,2024-03-20 22:57:23,00:00:06,Autoplayed: user action: None; ,Season 1 Supporting Character Clip: The Bastard Son & The Devil Himself,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-20 22:57:13,00:00:07,Autoplayed: user action: None; ,Seraphim Falls_hook_05_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:07,00:00:07,US (United States)
Lil Tomate,2024-03-20 22:57:01,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer 3: Family Drama: Spinning Out,TRAILER,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:10,00:00:10,US (United States)
Lil Tomate,2024-03-20 22:56:55,00:00:04,Autoplayed: user action: None; ,Friday Night Lights: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-20 22:56:25,00:00:15,Autoplayed: user action: None; ,Your Lucky Day_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:15,00:00:15,US (United States)
Lil Tomate,2024-03-20 22:56:00,00:00:18,Autoplayed: user action: None; ,Peaky Blinders: Season 6 - CLM 7,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:18,00:00:18,US (United States)
Lil Tomate,2024-03-20 22:55:54,00:00:04,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: My Life With the Walter Boys,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-20 22:55:16,00:00:04,Autoplayed: user action: None; ,The Persian Version_hook_05_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-20 22:54:57,00:00:06,Autoplayed: user action: None; ,Tyson's Run_hook_02_16x9,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-20 15:39:40,00:02:16,,Southpaw,,Netflix Chrome MAC (Cadmium) HTML 5,00:03:46,00:03:46,US (United States)
Lil Tomate,2024-03-20 15:39:34,00:00:05,Autoplayed: user action: None; ,Southpaw_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Lil Tomate,2024-03-20 15:29:38,00:09:53,,Girls5eva: Season 3: Fort Worth (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:53,00:09:53,US (United States)
Lil Tomate,2024-03-20 15:29:31,00:00:05,Autoplayed: user action: None; ,Season 3 Trailer: Girls5eva,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Lil Tomate,2024-03-20 15:29:07,00:00:10,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Bandits,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:10,00:00:10,US (United States)
Lil Tomate,2024-03-20 15:28:10,00:00:05,Autoplayed: user action: None; ,New York Relatable Clip 2: Homicide,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,Not latest view,US (United States)
Lil Tomate,2024-03-20 04:07:42,00:17:02,Autoplayed: user action: User_Interaction; ,Life on Our Planet: Season 1: Chapter 1: The Rules of Life (Episode 1),,Roku Longview HDR10 Smart TV,00:17:03,00:17:03,US (United States)
Lil Tomate,2024-03-20 04:06:33,00:00:57,Autoplayed: user action: None; ,Season 1 Informative Clip 3: Life on Our Planet,HOOK,Roku Longview HDR10 Smart TV,00:00:57,00:00:57,US (United States)
Lil Tomate,2024-03-20 04:04:59,00:00:02,Autoplayed: user action: None; ,Physical: 100: Season 1: The Pecking Order (Episode 1),,Roku Longview HDR10 Smart TV,00:00:02,00:00:02,US (United States)
Lil Tomate,2024-03-20 04:03:52,00:00:54,Autoplayed: user action: None; ,Physical: 100: Season 2 - Baseline Clip 1,HOOK,Roku Longview HDR10 Smart TV,00:00:54,00:00:54,US (United States)
Lil Tomate,2024-03-20 04:02:59,00:00:08,Autoplayed: user action: None; ,Comedy Clip 3: Brian Simpson: Live from the Mothership,HOOK,Roku Longview HDR10 Smart TV,00:00:08,00:00:08,US (United States)
Lil Tomate,2024-03-20 04:02:05,00:00:38,Autoplayed: user action: None; ,Clip 3: Jimmy Carr: His Dark Material,HOOK,Roku Longview HDR10 Smart TV,00:00:38,00:00:38,US (United States)
Lil Tomate,2024-03-20 04:01:33,00:00:06,Autoplayed: user action: None; ,Teaser: Dave Chappelle: The Dreamer,TEASER_TRAILER,Roku Longview HDR10 Smart TV,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-20 04:01:03,00:00:05,Autoplayed: user action: None; ,Comedy Clip 2: Steve Travino UNT. Stand-Up Special (STL),HOOK,Roku Longview HDR10 Smart TV,00:00:05,00:00:05,US (United States)
Lil Tomate,2024-03-20 04:00:55,00:00:04,Autoplayed: user action: None; ,Comedy Clip 3: Brian Simpson: Live from the Mothership,HOOK,Roku Longview HDR10 Smart TV,00:00:04,Not latest view,US (United States)
Lil Tomate,2024-03-20 04:00:24,00:00:26,Autoplayed: user action: None; ,Comedy Clip 4: Leanne Morgan: I'm Every Woman,HOOK,Roku Longview HDR10 Smart TV,00:00:26,00:00:26,US (United States)
Lil Tomate,2024-03-20 01:01:27,00:00:06,Autoplayed: user action: None; ,Plot Clip: Damsel,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-20 01:01:04,00:00:17,Autoplayed: user action: None; ,Southpaw_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:17,Not latest view,US (United States)
Lil Tomate,2024-03-20 01:00:54,00:00:07,Autoplayed: user action: None; ,Supporting Character Clip: I Used to Be Famous,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,00:00:07,US (United States)
Lil Tomate,2024-03-20 00:35:08,00:00:12,Autoplayed: user action: None; ,The Nice Guys_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:12,00:00:12,US (United States)
Lil Tomate,2024-03-20 00:34:54,00:00:06,Autoplayed: user action: None; ,Southpaw_hook_primary_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,US (United States)
Lil Tomate,2024-03-20 00:34:48,00:00:07,Autoplayed: user action: None; ,Supporting Character Clip: I Used to Be Famous,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:07,Not latest view,US (United States)
Lil Tomate,2024-03-20 00:32:11,00:01:30,,Southpaw,,Netflix Chrome MAC (Cadmium) HTML 5,00:01:30,Not latest view,US (United States)
Lil Tomate,2024-03-20 00:31:43,00:00:20,Autoplayed: user action: None; ,Supporting Character Clip: I Used to Be Famous,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:20,Not latest view,US (United States)
Lil Tomate,2024-03-20 00:31:39,00:00:02,,Southpaw,,Netflix Chrome MAC (Cadmium) HTML 5,00:00:02,Not latest view,US (United States)
Lil Tomate,2024-03-20 00:31:31,00:00:06,Autoplayed: user action: None; ,Supporting Character Clip: I Used to Be Famous,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,Not latest view,US (United States)
Lil Tomate,2024-03-19 03:56:13,00:38:23,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 4: Crash into Me: Part 2 (Episode 10),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:41:31,00:41:31,US (United States)
Lil Tomate,2024-03-19 03:16:16,00:39:43,,Grey's Anatomy: Season 4: Crash into Me: Part 1 (Episode 9),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:31,00:42:31,US (United States)
Lil Tomate,2024-03-19 03:15:53,00:00:04,Autoplayed: user action: None; ,Grey's Anatomy: Season 1 - CLM 5,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-18 21:18:48,00:00:56,Autoplayed: user action: None; ,Tyson's Run_hook_02_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:56,Not latest view,US (United States)
Lil Tomate,2024-03-18 21:17:57,00:00:11,Autoplayed: user action: None; ,Inciting Incident Clip: A Jazzman's Blues,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:11,00:00:11,US (United States)
Lil Tomate,2024-03-18 16:51:55,00:00:04,Autoplayed: user action: None; ,Limited Series: Genre Specific Moment Clip: Treason,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-18 15:46:08,00:00:06,Autoplayed: user action: None; ,Season 1 Plot Clip: Chicken Nugget,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-18 15:38:51,00:00:06,Autoplayed: user action: None; ,Clip 1: Enola Holmes,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-18 12:41:31,00:00:33,Autoplayed: user action: None; ,Noah_hook_05_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:33,00:00:33,US (United States)
Lil Tomate,2024-03-18 12:39:14,00:01:59,Autoplayed: user action: None; ,Trailer: Shirley,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:01:59,00:01:59,US (United States)
Lil Tomate,2024-03-18 12:39:08,00:00:04,Autoplayed: user action: None; ,Trailer: Shirley,TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,Not latest view,US (United States)
Lil Tomate,2024-03-18 12:38:49,00:00:05,Autoplayed: user action: None; ,Teaser: The Tearsmith,TEASER_TRAILER,Netflix Chrome MAC (Cadmium) HTML 5,00:00:05,00:00:05,US (United States)
Lil Tomate,2024-03-18 11:24:11,00:00:06,Autoplayed: user action: None; ,New Amsterdam: Season 1_hook_04_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:06,00:00:06,US (United States)
Lil Tomate,2024-03-18 01:05:53,00:01:27,Autoplayed: user action: None; ,Grey's Anatomy: Season 4: A Change Is Gonna Come (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:02:00,00:02:00,US (United States)
Lil Tomate,2024-03-18 00:17:04,00:48:34,,Grey's Anatomy: Season 3: Didn't We Almost Have it All? (Episode 25),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:52:32,00:52:32,US (United States)
Lil Tomate,2024-03-17 23:20:48,00:45:52,Autoplayed: user action: User_Interaction; ,Devil in a Blue Dress,,Samsung CE 2019 Muse-L UHD TV Smart TV,01:38:16,01:38:16,US (United States)
Lil Tomate,2024-03-17 21:41:40,00:52:26,,Devil in a Blue Dress,,Netflix Chrome MAC (Cadmium) HTML 5,00:52:26,Not latest view,US (United States)
Lil Tomate,2024-03-17 21:41:06,00:00:04,Autoplayed: user action: None; ,Alone_hook_01_16x9,HOOK,Netflix Chrome MAC (Cadmium) HTML 5,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-17 17:20:34,00:06:46,,Grey's Anatomy: Season 3: Some Kind of Miracle (Episode 17),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:09:03,00:09:03,US (United States)
Lil Tomate,2024-03-17 16:56:29,00:19:34,,Grey's Anatomy: Season 3: Drowning on Dry Land (Episode 16),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:10,00:42:10,US (United States)
Lil Tomate,2024-03-17 16:56:04,00:00:08,Autoplayed: user action: None; ,Grey's Anatomy: Season 3: Staring at the Sun (Episode 8),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:47,00:00:47,US (United States)
Lil Tomate,2024-03-17 16:16:25,00:39:24,,Grey's Anatomy: Season 3: Where the Boys Are (Episode 7),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:34,00:42:34,US (United States)
Lil Tomate,2024-03-17 16:09:46,00:05:49,,Grey's Anatomy: Season 3: Let the Angels Commit (Episode 6),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:06:20,00:06:20,US (United States)
Lil Tomate,2024-03-17 15:28:07,00:41:37,,"Grey's Anatomy: Season 3: Oh, the Guilt (Episode 5)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:16,00:42:16,US (United States)
Lil Tomate,2024-03-17 14:47:47,00:40:11,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 3: What I Am (Episode 4),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:38,00:42:38,US (United States)
Lil Tomate,2024-03-17 05:54:03,00:38:24,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 3: Sometimes a Fantasy (Episode 3),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:29,00:42:29,US (United States)
Lil Tomate,2024-03-16 16:28:38,00:28:07,Autoplayed: user action: User_Interaction; ,Avatar The Last Airbender: Season 1: Warriors (Episode 2),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:28:07,00:28:07,US (United States)
Lil Tomate,2024-03-16 16:26:06,00:00:03,Autoplayed: user action: None; ,Avatar The Last Airbender: Season 1: Warriors (Episode 2),,Roku Longview HDR10 Smart TV,00:00:03,Not latest view,US (United States)
Lil Tomate,2024-03-16 12:29:16,00:42:32,,Grey's Anatomy: Season 3: I Am a Tree (Episode 2),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:32,00:42:32,US (United States)
Lil Tomate,2024-03-16 12:27:48,00:00:17,Autoplayed: user action: None; ,Inciting Incident Clip: Irish Wish,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:17,00:00:17,US (United States)
Lil Tomate,2024-03-16 01:28:48,00:40:51,,The Gentlemen: Season 1: I've Hundreds of Cousins (Episode 5),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:40:56,00:40:56,US (United States)
Lil Tomate,2024-03-16 00:49:04,00:38:11,Autoplayed: user action: User_Interaction; ,The Gentlemen: Season 1: An Unsympathetic Gentleman (Episode 4),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:38:13,00:38:13,US (United States)
Lil Tomate,2024-03-14 23:16:52,00:40:28,Autoplayed: user action: User_Interaction; ,Grey's Anatomy: Season 19: Happily Ever After? (Episode 20),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:43:25,00:43:25,US (United States)
Lil Tomate,2024-03-14 22:37:14,00:39:27,,Grey's Anatomy: Season 19: Wedding Bell Blues (Episode 19),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:41:32,00:41:32,US (United States)
Lil Tomate,2024-03-14 20:20:48,00:15:01,Autoplayed: user action: None; ,Grey's Anatomy: Season 15: The Winner Takes It All (Episode 11),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:15:04,00:15:04,US (United States)
Lil Tomate,2024-03-14 19:43:08,00:37:17,,"Grey's Anatomy: Season 15: Help, I'm Alive (Episode 10)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:41:34,00:41:34,US (United States)
Lil Tomate,2024-03-14 19:40:27,00:00:51,,Grey's Anatomy: Season 15: Shelter from the Storm (Episode 9),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:15,00:42:15,US (United States)
Lil Tomate,2024-03-14 19:35:48,00:03:03,,Grey's Anatomy: Season 15: Blowin' in the Wind (Episode 8),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:17,00:42:17,US (United States)
Lil Tomate,2024-03-14 19:35:42,00:00:04,Autoplayed: user action: None; ,Grey's Anatomy: Season 1 - CLM 3,HOOK,Samsung CE 2019 Muse-L UHD TV Smart TV,00:00:04,00:00:04,US (United States)
Lil Tomate,2024-03-14 18:25:57,00:03:48,,Grey's Anatomy: Season 15: Blowin' in the Wind (Episode 8),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:08:27,Not latest view,US (United States)
Lil Tomate,2024-03-14 18:09:12,00:15:26,,Grey's Anatomy: Season 15: Anybody Have a Map? (Episode 7),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:18,00:42:18,US (United States)
Lil Tomate,2024-03-14 17:57:10,00:10:03,,Grey's Anatomy: Season 14: Bad Reputation (Episode 21),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:27,00:42:27,US (United States)
Lil Tomate,2024-03-14 17:42:30,00:12:59,,Grey's Anatomy: Season 14: Judgment Day (Episode 20),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:39:59,00:39:59,US (United States)
Lil Tomate,2024-03-14 17:40:05,00:01:53,,"Grey's Anatomy: Season 14: Harder, Better, Faster, Stronger (Episode 12)",,Samsung CE 2019 Muse-L UHD TV Smart TV,00:03:26,00:03:26,US (United States)
Lil Tomate,2024-03-14 17:23:03,00:15:32,,Grey's Anatomy: Season 14: (Don't Fear) the Reaper (Episode 11),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:40:40,00:40:40,US (United States)
Lil Tomate,2024-03-14 17:17:55,00:02:06,,Grey's Anatomy: Season 13: Undo (Episode 1),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:07:15,00:07:15,US (United States)
Lil Tomate,2024-03-14 17:10:24,00:05:40,,Grey's Anatomy: Season 12: The Sound of Silence (Episode 9),,Samsung CE 2019 Muse-L UHD TV Smart TV,00:42:18,00:42:18,US (United States)
Lil Tomate,2024-03-14 17:06:51,00:01:03,,Grey's Anatomy: Season 12: The Sound of Silence (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:09:26,Not latest view,US (United States)
Lil Tomate,2024-03-14 16:55:35,00:10:42,,Grey's Anatomy: Season 12: Things We Lost in the Fire (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:08,00:42:08,US (United States)
Lil Tomate,2024-03-14 16:39:13,00:15:37,,Grey's Anatomy: Season 12: Something Against You (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:42:01,00:42:01,US (United States)
